year,"last_name, first_name",avg_speed,pitch_type,pitch_type_name,pitcher_break_z_induced,pitcher_break_x
2024,"Woodford, Jake",80.7,ST,Sweeper,-2.8,13.5
2024,"Payamps, Joel",94.7,SI,Sinker,8.8,15.7
2024,"Banks, Tanner",82.1,ST,Sweeper,2.6,13.3
2024,"Kershaw, Clayton",89.9,FF,4-Seam Fastball,17.2,0
2024,"Bibee, Tanner",80.5,CU,Curveball,-6.6,13.7
2024,"Meyer, Max",86.7,CH,Changeup,7.9,13.9
2024,"Poche, Colin",83.1,SL,Slider,3.1,5.9
2024,"Puk, A.J.",94.6,SI,Sinker,7.9,17.1
2024,"Darvish, Yu",75.6,CU,Curveball,-13.8,9.6
2024,"Leiter Jr., Mark",73.5,CU,Curveball,-17,9.2
2024,"Iglesias, Raisel",95.5,SI,Sinker,9.9,16.6
2024,"Glasnow, Tyler",96.5,SI,Sinker,14.4,10.7
